Blend_ID,Feed_Temp_C,Feed_Flow_kg_h,Feed_Flow_m3_h,Steam_Rate_kg_h,Naphtha_Yield_%,Naphtha_Yield_kg_h,Naphtha_API,Naphtha_RVP_bar,Reflux_Ratio,QLine_Duty_J_h,Condenser_Duty_J_h,Overall_Heat_Duty_J_h,Source
Blend_1,292.4009186,444981.5521,514.8761746,5243.146736,17.26478334,71543.45972,53.44266624,0.660821722,2.522919429,45695293.49,-40170426.86,85973103.71,ASPEN_HYSYS
Blend_1,294.9559187,462158.7318,535.1456119,4711.0946,13.19183334,64825.33936,57.01067659,0.81694611,2.553523248,46035860.01,-40450225.69,86564492.58,ASPEN_HYSYS
Blend_1,300.0744992,435265.1898,503.8556847,5243.933433,14.38051773,64661.30276,51.97285593,0.769491781,2.533229872,46068988.23,-40293145.33,86428183.87,ASPEN_HYSYS
Blend_1,302.6198432,509511.0362,590.3608427,4775.951817,14.30190328,75581.16852,60.85755902,0.753902217,2.68078114,46902469.45,-41193810.91,88198098.33,ASPEN_HYSYS
Blend_1,305.7636239,469158.1001,543.8412011,4436.019886,20.39162487,98375.17788,64.66082982,0.72723645,2.602473261,46301156.02,-40831268.56,87121809.98,ASPEN_HYSYS
Blend_1,309.4142371,494138.5464,573.5624689,4610.439413,17.47457785,95120.26177,63.26366803,0.875392328,2.578776594,45994179.16,-40329220.33,86409745.59,ASPEN_HYSYS
Blend_1,313.9365899,527710.2098,611.9334078,4773.769931,14.26355779,79331.68537,56.61550482,0.651502229,2.698983175,48278765.41,-41574994.54,90060785.37,ASPEN_HYSYS
Blend_1,313.9673566,474753.0989,549.9222594,4833.74016,17.40143516,84482.54322,59.98143119,0.791153069,2.631579674,46749946.75,-40926680.02,87717777.68,RBF_INTERPOLATED
Blend_1,316.9482142,553909.2538,641.2786462,4256.187778,15.54145804,102029.983,62.27808329,0.839494974,2.85394557,50065283.31,-43264195.09,93357746.46,ASPEN_HYSYS
Blend_1,318.2871076,465929.8391,540.1186069,4506.056608,13.9290335,64773.08037,57.13746411,1.028642068,2.599633503,46349006.54,-40803513.47,87206259.17,ASPEN_HYSYS
Blend_1,321.9020969,471689.2065,546.4103159,4639.657643,15.76425495,77561.22898,55.94967107,0.852520456,2.675030319,46970704.92,-41312437.17,88350502.3,RBF_INTERPOLATED
Blend_1,322.3381117,466133.7072,539.6816944,5026.789986,15.79852882,76964.91921,54.62975217,0.806030818,2.664341828,47246298.61,-41199984.81,88526838.41,RBF_INTERPOLATED
Blend_1,322.3596608,455800.5607,527.751065,4957.308202,17.18236106,77854.08355,55.62810478,0.756773277,2.642064936,46677735.95,-40903667.79,87625368.26,RBF_INTERPOLATED
Blend_1,323.3648018,449547.1878,520.1210316,5141.46792,21.33787798,91075.41129,63.23888679,0.801051965,2.566090131,46353387.31,-40379136.94,86738149.13,ASPEN_HYSYS
Blend_1,323.9281198,492716.5517,570.9462971,4695.583693,16.95008789,87753.14427,58.99554279,0.80506793,2.676929644,46980608.55,-41114956.11,88162648.16,RBF_INTERPOLATED
Blend_1,324.5157084,507156.8518,586.6476144,4752.89005,19.08540174,99874.02254,59.73735432,0.577368594,2.707916098,47850815.34,-41894526.35,90076929.01,ASPEN_HYSYS
Blend_1,325.0589191,463994.4176,537.3754454,4916.182778,17.05344081,82028.10934,56.97014607,0.834069827,2.664514766,47138088.19,-41156739.54,88343156.65,RBF_INTERPOLATED
Blend_1,325.5560649,478657.4078,554.4363078,4862.237637,17.06677472,84136.68728,57.58982687,0.796464154,2.709584662,47403663.73,-41452801.83,88920602.23,RBF_INTERPOLATED
Blend_1,325.7428146,489659.6375,567.0510533,4882.28332,16.42322383,82370.10383,58.43517202,0.764338021,2.714957393,47610742.29,-41501809.76,89218238.29,RBF_INTERPOLATED
Blend_1,326.0731985,472066.7693,546.5362569,4714.512935,15.43537997,74969.1001,57.74906802,0.828860821,2.659042124,46879760.82,-41144523.01,88091809.09,RBF_INTERPOLATED
Blend_1,326.2787724,481486.4155,557.4957676,4857.167008,16.1452832,78135.19879,57.5778092,0.739272337,2.698197208,47044300.13,-41229999.36,88368633.4,RBF_INTERPOLATED
Blend_1,326.7745671,482978.4336,559.4778145,4817.720475,15.93662938,79633.30141,56.87624922,0.804035748,2.70465834,47462629.81,-41387484.25,88944520.18,RBF_INTERPOLATED
Blend_1,326.8206307,484257.7015,560.5643318,4931.643121,17.01964367,83986.39728,55.77897701,0.77612978,2.71394029,47603916,-41640368.05,89379470.01,RBF_INTERPOLATED
Blend_1,326.9518079,480121.5476,555.9787468,4814.552405,17.52501938,85364.03232,58.12072811,0.801782196,2.680783643,47386513.68,-41341567.19,88827407.08,RBF_INTERPOLATED
Blend_1,327.2096486,509321.5252,589.809042,4798.61166,16.689841,88375.9984,59.28989636,0.765850222,2.714459126,48434641.5,-41868174.96,90437351.19,RBF_INTERPOLATED
Blend_1,328.2659393,474707.9712,549.6528868,4934.789414,16.32904689,81728.11569,56.87803577,0.804864122,2.684016536,47313856.92,-41212280.75,88616407.84,RBF_INTERPOLATED
Blend_1,328.4341948,461061.8841,533.9506864,4842.614984,17.73893209,82196.43359,58.58934949,0.824166354,2.652118172,46869702.99,-41033214.98,87938578.83,RBF_INTERPOLATED
Blend_1,328.7371732,492182.3139,570.3240686,4814.562547,17.91027032,92432.66237,60.75011185,0.803358803,2.694127081,47402816.07,-41313539.55,88800451.32,RBF_INTERPOLATED
Blend_1,328.8604935,515330.8398,597.0427661,4522.05375,17.41766189,95351.92429,57.74331666,0.810336638,2.750714886,48270157.61,-42010254.48,90433923.86,RBF_INTERPOLATED
Blend_1,329.676512,548483.3613,635.030502,4947.107612,16.09302551,93972.52309,61.92852127,0.594836009,2.777214158,50142227.59,-42767474.44,93094482.36,ASPEN_HYSYS
Blend_1,329.7181402,501746.1792,581.3044876,4721.013022,17.21501418,89810.42653,59.23466548,0.716959024,2.735122046,47934411.74,-41763611.47,89854422.69,RBF_INTERPOLATED
Blend_1,330.0902896,508346.7645,588.6558046,4732.417413,17.09789148,90404.3421,58.60754692,0.738825864,2.778155544,48504595.83,-42141562.54,90735345.98,RBF_INTERPOLATED
Blend_1,330.2510845,487990.0126,565.5703823,4587.722765,16.22488846,82630.36365,59.31023256,0.879800351,2.701739082,47136933.52,-41356901.21,88557249.89,RBF_INTERPOLATED
Blend_1,330.3057218,505875.5163,586.3811947,4518.5342,17.6804707,95722.1039,60.78662956,0.78064761,2.750695399,48037796.02,-41858228.96,89966357.29,RBF_INTERPOLATED
Blend_1,330.4540494,477888.9287,553.3406496,4864.214585,16.1274538,80991.61917,55.90812868,0.814139791,2.710186143,47507119.97,-41428389.05,89008634.07,RBF_INTERPOLATED
Blend_1,330.9319588,537784.836,622.9943112,4388.293929,17.86751327,98423.94984,58.85081884,0.699477442,2.728594504,46802803.5,-41282568.22,88008324.86,ASPEN_HYSYS
Blend_1,331.1513468,474876.1674,549.8617517,4849.843082,16.20564272,83502.97136,58.17237563,0.873789824,2.694663412,47401978.91,-41291253.86,88745799.7,RBF_INTERPOLATED
Blend_1,331.9604104,493645.4888,571.8382966,4735.469217,18.83907234,98354.71779,60.38406363,0.821260892,2.714149605,47649184.83,-41478123.3,89215718.78,RBF_INTERPOLATED
Blend_1,332.7890697,505582.048,585.184727,4853.69194,17.81477717,94101.10253,59.33666258,0.718484382,2.763529842,48430823.21,-42043409.82,90627918.83,RBF_INTERPOLATED
Blend_1,332.8607006,503156.9289,582.5460692,4746.435758,16.72374356,87523.07012,58.65674861,0.770241723,2.771810932,48436787.92,-42104425.29,90623359.86,RBF_INTERPOLATED
Blend_2,391.8139455,464692.3091,532.6659484,4399.248871,14.191131,54136.0403,64.62757836,0.947199434,2.822355004,48694617.84,-42598597.87,91427524.21,ASPEN_HYSYS
Blend_2,320.2756232,549352.6838,629.5758479,4247.961286,11.98783177,76882.97314,52.17206782,0.96835759,2.837636476,48908044.31,-42370123.78,91350138.98,ASPEN_HYSYS
Blend_2,387.5596525,544030.8183,623.0775501,4463.971751,15.59016386,89911.81441,62.67205587,0.846590716,3.002638346,49367064.07,-43241662.47,92642904.61,ASPEN_HYSYS
Blend_2,405.4432039,551587.7853,632.0368978,4986.48138,12.02426001,72080.37754,52.58947443,0.883183991,3.069954076,50823968.35,-43579532.18,94469693.15,ASPEN_HYSYS
Blend_2,370.8312644,447351.8797,513.0504903,4513.954679,17.10308733,71311.74573,55.03255938,0.581896525,2.736753378,46628805.9,-41154857.31,87831627.47,ASPEN_HYSYS
Blend_2,299.4622006,473801.9588,543.175105,4819.585011,10.65564981,55169.89641,51.52761756,0.639005017,2.560201677,46170215.87,-40286553.49,86557655.31,ASPEN_HYSYS
Blend_2,321.4111258,523266.4835,600.3815956,4621.249968,11.5196897,61088.22777,52.836792,1.017934366,2.646473586,46603119.29,-41257218.78,87987693.83,ASPEN_HYSYS
Blend_2,356.4874376,471599.3713,540.329915,4335.536997,9.871909964,48939.34729,51.74527363,0.88718567,2.75149977,45911294.92,-40860764.14,86697547.14,ASPEN_HYSYS
Blend_2,309.5232838,507797.2051,581.0528373,5136.13335,13.83594905,61980.72669,59.36657248,0.661183632,2.59623171,46136797.64,-40354771.35,86605097.15,ASPEN_HYSYS
Blend_2,343.4617951,456399.5455,522.7912879,4487.080139,16.03618199,64853.2936,63.47329309,0.610272415,2.713899176,46377744.14,-40937090.46,87136398.28,ASPEN_HYSYS
Blend_2,382.4720252,498110.7761,571.2156319,5334.384265,17.17601436,88119.23278,56.05026595,0.795349089,2.914520214,49827157.27,-42570738.04,92395057.92,ASPEN_HYSYS
Blend_2,316.6410597,452116.415,517.9955937,5167.433757,10.09335451,47445.69434,60.44365629,0.749246073,2.604745241,47793594.56,-40904470.66,88748338.52,ASPEN_HYSYS
Blend_2,327.6070027,443322.2675,507.9379896,4559.229342,14.84066012,57502.50065,65.13212161,0.983777584,2.572076312,45372748.44,-40111373.9,85551027.38,ASPEN_HYSYS
Blend_2,401.6600432,558257.7794,639.3831889,4712.151275,16.99382768,94228.29002,64.4144751,0.953029739,3.078812557,50027856.7,-43508137.13,93510477.86,ASPEN_HYSYS
Blend_2,377.4302515,531158.3697,609.448913,4840.148846,18.01868028,95445.26863,62.00870316,1.013439163,2.963538227,49590692.31,-42940158.55,92642549.66,ASPEN_HYSYS
Blend_2,372.7875242,540361.9541,619.441687,5317.538014,12.53899227,81427.76389,59.41155308,0.993126806,2.887050825,49106640.58,-41760927.28,90813194.55,ASPEN_HYSYS
Blend_2,409.8925361,473138.2552,543.3135232,4564.877748,17.76727359,91789.90546,61.34405767,0.949548351,3.07550242,50668914.92,-43660616.66,94421383.27,ASPEN_HYSYS
Blend_2,324.7792169,538773.0672,617.413391,5061.870272,11.25973283,65603.5855,63.44267768,0.858861642,2.812219444,49776301.44,-42408359.24,92262017.3,ASPEN_HYSYS
Blend_2,338.1129609,488816.7701,559.8616604,4990.761666,11.62735816,59573.04304,58.52959671,0.919836521,2.650260644,46272948.28,-40526605.09,86905468.11,ASPEN_HYSYS
Blend_2,413.5552176,479779.8505,549.1957899,4155.616298,15.09982296,73949.20683,57.30617714,0.711452596,3.04840695,48720331.07,-42924844.36,91687238.33,ASPEN_HYSYS
Blend_2,313.1421609,529845.8397,607.7130619,4904.043229,12.02664368,74156.79714,56.79389849,0.717660478,2.690656283,47297370.04,-41273807.3,88527105.17,ASPEN_HYSYS
Blend_2,332.1363892,511124.297,586.4872694,5203.980935,14.46420716,79714.57798,55.5059438,0.70227929,2.792558784,49095887.58,-41532023.69,90715742.14,ASPEN_HYSYS
Blend_2,340.3409873,525674.1942,602.3905949,4207.135208,13.40995685,82636.2169,56.9490852,0.702407423,2.864639026,49073809.14,-42795581.09,92074041.1,ASPEN_HYSYS
Blend_2,380.7275876,517339.1707,593.366595,5108.886987,17.85025109,93356.06434,54.69251763,0.959075296,2.943947971,50574255.91,-43373692.72,94006776.66,ASPEN_HYSYS
Blend_2,394.8073158,511418.9392,585.3308475,4756.464538,15.22180354,83807.53007,58.45409765,0.90049372,2.98649402,50131865.61,-43196811.63,93332438.04,ASPEN_HYSYS
Blend_2,387.2842784,495190.7079,564.7152714,4690.693854,11.54751084,55186.3042,57.672451,0.599293803,2.829292453,47500835.17,-41490939.1,89130253.63,ASPEN_HYSYS
Blend_2,333.9012584,483083.7442,553.8954598,4950.354461,14.91358162,67086.32831,53.40934003,0.82041934,2.722477221,49177317.73,-42204287.51,91393938.2,ASPEN_HYSYS
Blend_2,292.9787277,522533.6497,598.3796844,4734.805546,10.76981743,58795.48257,62.5844151,0.615359697,2.532955703,45418659.68,-40058015.02,85559158.27,ASPEN_HYSYS
Blend_2,367.9120029,551431.6435,631.9233002,5258.045123,17.34225504,94520.31609,57.79019262,0.828930677,3.060342459,51120485.07,-43724376.3,94867303.87,ASPEN_HYSYS
Blend_2,346.8733746,564534.2699,646.8910907,4936.87902,17.00048572,96190.98494,62.01932209,0.88329811,3.056923285,51093566.33,-43719450.75,94860307.71,ASPEN_HYSYS
Blend_2,418.0756163,484174.2477,553.6706175,4418.12194,12.73732101,66261.35806,61.5556943,0.643201963,3.091778615,50202685.7,-43513160.22,93780067.62,ASPEN_HYSYS
Blend_2,360.4378475,440674.2605,505.0124932,5008.656959,15.48395293,54900.10075,53.20669063,0.629770211,2.56954727,45524704,-40091398.78,85679050.3,ASPEN_HYSYS
Blend_2,306.0021104,464343.7053,531.375144,5104.131608,9.631298827,47276.38893,55.7236232,0.713543514,2.584021913,46111867.55,-40328766.08,86370235.64,ASPEN_HYSYS
Blend_2,304.5180046,477662.5691,546.9628116,5251.301865,14.0080163,75345.99076,63.10737294,0.744865682,2.605321473,47679274.64,-41050130.89,88966815.06,ASPEN_HYSYS
Blend_2,295.9299377,497583.4522,570.043262,4447.354171,9.775580443,48432.33288,59.22654195,0.764741551,2.563040974,46176803.66,-40368357.5,86560196.18,ASPEN_HYSYS
Blend_2,355.5184876,556033.0754,636.8482298,4792.430724,12.96110853,77313.28528,59.30482216,0.87835322,3.004745815,50838760.56,-43658660.9,94606505.24,ASPEN_HYSYS
